SERIAL_NR,ID,TITLE,PAGE,SENDER_RAW,ADDRESSEE_RAW,SIGN-OFF,PLACE_OF_WRITING,DATELINE,FOOTNOTE,TEXT,EXCHANGE_RATE,CHAPTER,LANGUAGE,YEAR,DATE_OF_WRITING,DATE_OF_ARRIVAL,DATE_OF_REPLY,SALUTATION,N_WORDS,POSTSCRIPT,BILL
m-d_355,355,JACOB & HENDRICK VAN CRAYESTEYN to JD,467,JACOB & HENDRICK VAN CRAYESTEYN,JD,"If you see any advantage, command us freely. ",,,"1 Testic.
2 While ‘bont-werk’ means fur or peltry the sense here seems to indicate a style of variegated, knitted stocking.
3 The cantar or quintal, equivalent to 100 rottolo or approximately 34 cwt.
4 45 oques = 1 cantar.
5 Kara Mustafa Pasha, Grand Vizier, 1676-83.
6 Sic.—a Ragusan vessel?
1 Fora similar Dutch list of goods traded in the Levant see K. Heeringa (ed.) Bronnen tot de geschiedenis van den
Levantschen Handel (Deel 2) RGP 34 (The Hague, 1917) pp. 215-17.","The above is a copy of our last, with which we took the liberty of offering you our services,
an offer which we have the opportunity of renewing by the departure of a French ship for
Leghorn. We again beg you to favour us if you see any advantage in making a trial of one
thing or another mentioned in the copy. You will be fully satisfied and receive quick returns.

On the 24th last the ship Providence arrived here from [England] after 62 days, bringing
with it nothing else but 900 ‘loaves’ of lead and brazil-wood, as a result of which the first has
fallen to LD 4 7/8 per cantar. Three [Levant] Company ships arc in lading for England and are to
leave in three of four weeks. In their company there will also be another English ship, the
Europa (which lately arrived) going addritura to Holland. It has a good freight and you will
get a note of its cargo, as well as that of the three Company ships when they depart. On the
29th past two English ships, the Son Joseph and Catiador, arrived from Leghorn after 30 days,
without any cargoes, and on the Ist instant two French ships arrived from Marseille after 50
days, together with a Venetian ship, the Servio from Venice. On the 2nd an English ship, the
Benjamin & Elizabeth, arrived from Genoa and Leghorn, loaded with goods from Holland
consisting of about 600 cloths, besides other goods. There was also a ragoute(6) from Venice.
With all these ships we have had no special news exept that a convoy of four merchant ships
were on the point of departing to come here from Holland under the protection of 30
warships as far as Sicily, from where they will be convoyed here with a considerable fleet.
May the Lord bring them in safety. Otherwise there is nothing here and we refer you to the enclosed price-current. If you see any advantage, command us freely.

[P.S.] The comet-star has not been seen since the 2nd of May.",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,ENGLISH,1677,(ii) 3 JUNE 1677,,,,344,[P.S.] The comet-star has not been seen since the 2nd of May.,"A. (i) Goods brought to England from Smyrna:(1)
Silk, Ardasse.
Legi.
Serbassi.
Yarn from Angora.
ditto, Bybasar.
Currants.
Testicq.
Galls.
Palm-wood.
Cotton yarn.
Cotton wool.
Aniseed from Gallipoli.
Corduane.
Ditto, yellow.
Carpets, of the dearest sort.
(ii) Goods from England traded at Smyrna:
Indigo of all sorts.
Pepper.
Cloves.
Cinnamon.
Nutmegs.
Ginger.
Walrus teeth.
Storax in boxes.
Iron wire.
Steel.
Lead.
Tin.
Brazil-wood.
Tin-plate in cases of 450 sheets.
Varieties of ‘Londons’.
Perpetuanas from London,
and from Ancona.
C[--?--]
B. (i) The assortment of colours for perpetuanas currently
in demand at Smyrna.
Crimson red - 10 pieces; Dark green - 20 pieces;
Scarlet-  10 pieces; Violet - 10 pieces;
Light blue - 15 pieces; Yellow - 20 pieces;
Dark blue - 20 pieces; Purple - 10 pieces;
Light green - 15 pieces; 60 pieces;
70 pieces; 70 pieces;
Together, 130 pieces.
Assortment of Dutch cloths presently in demand at Smyrna:
1 light green; 2 purple;
2 rather darker; 1 scarlet;
1 dark green; 1 hair-colour, darkish;
1 cinnamon colour; 3 green (1 light, the other grass, 1 darker);
1 violet;
2 purple; 1 violet;
2 crimson red; 1 blue;
2 scarlets; 2 crimson red;
12  (pieces); 12 (pieces);
[Marginal note] Among two or three packs there can always be a
black piece included, being black cotton.
These cloths must all have small calico-lists, with the arms of Leyden on
the fringe. Above all, they must not be stained, should be well-pressed and not
obviously stretched, of 55 to 60 ells length, as one pays freight and consulage duty
per piece, for your guidance.
Calculation on cloths and 28-stuiver coins:
1,000 ells of Dutch cloth bought at f.4 5st. (f.o.b.) - f.4,250;
Costs in Smyrna RD 280 @ 50 stuivers [per RD] - 700;
(total) 4,950.
2,000 28-stuiver pieces packed between the cloths or boards - 2,800;
Capital f.7,750.
(ii) 1,000 ells of cloth render in Smyrna 1,030 piecques
on which the exchange sought is 3 RD per piecque to
receive in Holland on goods that one sent from Smyrna - [RD] 3,090;
2,000 28-stuivers, at 3 for 2 Lyon dollars 1.333 1/2;
These 1,3334 RD given with the cloth yield a premium
on the exchange for Holland at 24 per cent: - 320;
(total) [RD] 4,743 1/3.
 @ 50 stuivers [per RD] are: f-11.858;
Deduct capital f-.7,750;
[Profit] f.4,108.
Calculation on steel and 28-stuiver coins:
500 casks of Danzig steel bought in Holland at
f.12 per cask, free on board, - f. 6,000;
Expenses at Smyrna: 1,200;
f. 7,200;
3,000 28-stuiver coins: 4,200;
[Capital] f.11,400.
500 casks of Danzig steel sell at Smyrna (weighing
about 430 cantar @ LD 9 per cantar) - LD 3.870;
3,000 28-stuiver coins, 3 per 2 LD - 2,000;
5,870 at exchange;
for Turkish yarn or other goods sent for Holland at 24 per cent
is [RD] 1,408 40 stuivers @ 50 stuivers [per RD]: f.18,197;
Deduct capital f.11,400;
Profit f.6,797."
m-d_356,356,JOHN FIELD to JD,470,JOHN FIELD,JD,"Sir, your friend, J.F.’ ",HULL,HULL 20 JULY 1677,"1 1652-1733; later one of the most successful merchants of his generation and reputed ‘the richest commoner in
England’; Director of the East India Company 1698, Director and Governor of the Bank of England, Member of
Parliament, Knight and Baronet. For the scale of Heathcote’s Swedish trade in the 1670s see Astrém, From Cloth to
Iron, p. 142 (cf. p. 234).","‘Sir, I have yours of the 17th and for anser the 8 bayles of drapery receved from Mr Thomas
Wilson of Leedes are this day shipped aboard of the Merchants Goodwill of Hull, Edward
Hodgson maister, for Stockholme and consigned to Mr Gilbert Heathcoate.(1) The shipp is
English bult, burthen sixy last, belongs to this place and is he a new shipp and the maister a
knoweing, sober man. Supose he will sayle in 6 or 8 dayes. Heare is a bill of ladeing. The
charges in shipping is to [£]12 8s 4d which I shall draw on said Wilson if hear I may serve your command. Sir, your friend, J.F.’",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,DUTCH,1677,20 JULY 1677,23 Jul. 1677,,,111,,
m-d_357,357,L. UPPENDORFF to JD,470,L. UPPENDORFF,JD,"I am delighted that the business is going forward in Parliament(1) and look forward to
hearing the outcome at your convenience, wherewith—besides offering my unqualified
services—I send warm regards to you, your wife and whole family, remaining, &c.",STOCKHOLM,STOCKHOLM 29 JUNE 1677,"1 A reference to his bill of naturalization, now passing through Parliament (see [275] n. 1).","My last letter, to which I refer you, was sent from Gothenburg. Since then I have only just
received, yesterday, yours of the 12th of April from which I see what you have to say about
the copper coins. As it is now forbidden to export them I can send no great quantity.
Nevertheless I have ordered them to send you some from Gothenburg and will write in the
morning (God willing) that they are not to send you more than 4 or 5 tuns. However, I
remain of the opinion that this commodity must rise and hold its price since no garcopper of
any importance can be sent from here as long as one has to pay the un-free duty—which
means that not one shippound of garcopper can go from here for less than 450 dollars—
which, reckoning the £1 sterling at 25 dollars, means £18. Now, as soon as you receive it
from Gothenburg I shall be glad to learn at once what can be done with it. At present wire
costs 290 dollars per shippound; iron is at 30 to 32 dollars, which are good prices, and voyage
iron is 33 dollars, so I do not think that one can send any iron to [England] if one wants to
recover the money invested. Things are very bad here with regard to freedom from duties.
Whoever brings in no salt, ammunition or ordinary woven cloth must pay the un-free duty,
which makes a difference of at least 3 RD on a shippound of wire. Consequently business is
quite extraordinary here at present.

Your 2.000 coils of wire will have been sold long ago. If not, you should sell them at once
as 3.000 coils are going from here to [England]. So far, little has gone for Lübeck, Hamburg,
France or Holland, but I shall be sending some to these places in order not to spoil the market
in [England]. It will be explained to you more fully in our next letters that Mr Van Cöllen
and I have separated and that from now on you are to accept nothing for our partnership
unless it is signed by us both in our own writing. Please bear this in mind.

With regard to anything I may send you (which could be considered as sold, free-on-
board, when it is delivered) I shall draw nothing on you before the ship leaves the Daalders.

I am delighted that the business is going forward in Parliament(1) and look forward to
hearing the outcome at your convenience, wherewith—besides offering my unqualified
services—I send warm regards to you, your wife and whole family, remaining, &c.",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,ENGLISH,1677,29 JUNE 1677,24 Jul. 1677,3 Aug. 1677,,440,,
m-d_358,358,S. DE GEER to JD,471,S. DE GEER,JD,"There is plenty there but nevertheless the price is too low, wherewith I remain, &c.",AMSTERDAM,AMSTERDAM 3 AUGUST 1677,"1 De Geer is probably referring to Sweden's victory over the Danes near Landskrona on 14 July 1677, but
Danish naval success that month left honours even and ensured a prolongation of the war.","I find I have your letter of the 17th past. It is astonishing how things are going in Sweden with
regard to the purchase of iron, the English buying everything that appears for 30 dollars per
shippound. My brother has sold 3.000 to 4.000 slb of his 'L' on commission for that much
and Boor has also sold some of my ‘O’ and others besides similarly. There were so many ships
there that they did not know how to get any London-bound cargoes for £2 or £2 1/2. I would
guess that when these ships arrive in London there will be not a little undercutting in iron
prices, so I think it would be most advisable if you sold what you have of mine before the
ships arrive and iron gets into too many hands. As for pan-iron we must look into it. There
will be little or nothing coming this year so it should eventually find its buyers, but we must
let it lie for a while and be patient.

It is now too late to have 13- and 13-inch iron made. If only I had had your letter earlier,
there were 300 slb lying at Stockholm which have now been shipped to [blank].

I shall now be getting some letters from Sweden which I am sure will yield a bad account
unless Cletcher has bought tar for you in good time, for I am afraid there has been too much
in the country.
Mr Botte tells me that he has acquired for himself all the tar that goes to London, and that
he has consigned it all to you so that it remains in few hands.

Let me know if you have anything concerning the wine lading. I see from Boor’s letters
that Cletcher has sold the salt for less than 10} dollars. That is too low. Boor has also sold some for me but I think he would have done well to leave it. There is plenty there but
nevertheless the price is too low, wherewith I remain, &c.

[P.S.] Voyla bien, mechante nouvelle pour le danois encore, qu’on le balence aise et toutefois
il n’en sera pas encore quite a ce pris, comme nous aussi du nostre—so it must still go on, et
puis une paix avec la france separee, voyla encore mon opinion.",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,DUTCH,1677,3 AUGUST 1677,30 Jul. 1677,3 Aug. 1677,,388,"[P.S.] Voyla bien, mechante nouvelle pour le danois encore, qu’on le balence aise et toutefois
il n’en sera pas encore quite a ce pris, comme nous aussi du nostre—so it must still go on, et
puis une paix avec la france separee, voyla encore mon opinion.",
m-d_359,359,A. & S. VROULING to JD,472,A. & S. VROULING,JD,,ROUEN,ROUEN 10 AUGUST 1677,,"‘Depuis notre derniere avons l’honneur de la votre du 12e passe. Il est bien que nous crediterez
de la remise pour votre conte de W.506.44s a 55 1/2d et W.500 a 56 1/4. Nous ne doubtons ou elle
entrera ponctuellement quoy que vos debiteurs soient assez tardifs et que quelques uns
remettent apres la foire de Guybray sommes assez empesches a vous faire valoir le reste de
votre avance. Le change non seulement pour chez vous mais pour tous autres licux comme
pouvez voir au pied aussy steriles qu’ils sont ostent le courage de faire la moindre avance.
Neantmoins comme quelques ordinaires se font passer fort froidement dizette de lettres de
Bretagne et ce dernier ordinaire le change baissé chez vous nous fait resoudre a vous faire
encore quelque remise pour le mesme conte, ne prevoyant pas qu’en deux ou trois postes il
puisse varier sauff aucun inconvenient, ainsi vous remettons encore a conte W.300 a 55 1/4d, 2
usances moins 8 jours, sur Jean Longuet, W.400 de mesme sur Alexander Mercall, lettre
Herman Wetken. Vous en ferez procurer le requis et nous en crediterez £2,100t. Les lettres et
l’argent se font obstinees, ainsi qu’il ne c’est presque rien fait pour chez vous et tout ce que
nous avons pu est d’optenir 8 jours. Soyez en persuadé que ce que nous ferons sera tousjours
pour votre avantage.

A notre plus grand chagrin et desplaisir votre rosette demeure la; nous esperons pourtant
en faire bientost fin, prevoyant quelque demande en cette denree; en ce qui dependera de nous
aurez assurement, Monsieur, tousjours la derniere satisfaction. Au fill de latton aucun
changement considerable, seulement un peu plus roide, le debit neantmoins tousjours assez
mediocre comme nous ne prevoyons pas qu’il en vienne partye considerable de Suede. Notre
opinion est qu’en breff il doibt remonter et prendre faveur. A Lubeck il en estoit arrivé deux
navires que n’en aportoient pas plus de 200 torques et restant a 69 ML a Hambourg on n’en
peut aporter icy avec proftyt au prix de £90t le cent. La misere du temps et la quantité de
mains auxquelles il vient icy en petites partyes fait qu’il ne se maintient pas comme ailleurs;
venant changement en serez informe et vous prions nous donner vos bons avys. Quand a nos
laines, nous esperons que dans I’automne pourra venir quelque petit changement. Il en est
venu hier encore un navire de Bilbao avec plusieurs laines[?] II suffic que demeuriez avec nous
d’accord de patianter encore un peu que puissions trouver quelque petit proffyt au nostres. Il
est fascheux et au reste si commun a prezent de negotier a rebours que l’un ne doibt point
s’estonner. La patience scule nous doibt gouverner. Nous souhaitterions avec patience vous
pouvoir proposer quelque negoce avantageux pour pouvoir courir la fortune avec vous mais
nous trouvons tout si limite et particulierement le negoce de chez vous que nous nous ferons
peur d’animer le moindre de nos amys en aucun negoce. Si nous yoyons quelque autre chose
d’ailleurs vous en ferons part et vous prions, mon cher Monsieur, de la mesme faveur. Les
huilles generalement baissees, il en est ce neantmoins par divers navires de chez vous arrivé
plusieurs partyes. Les especieries tres debiles, le poivre £52 1/2t le cent; le girofle a esté un peu
recherche depuis 8 jours sur un avys de Hollande et quelq’uns en ont achepté partie a £5t 12 1/2s
la lb. et s’en estoit donné devanta £5t 10s; ne penetrons point avec quel fondement en estant
arrivé si grand quantité a la compte de ce pays et croyons qu'il y en a assez en mains de
particuliers pour demeurer en estat jusqu’a la vente de la Compagnie. Indigo 43 a 45s; le
beaux cochenille £11t 10s la lb.; nos thoilles a grand marché accause que la flotte ne part pas
cett’annee pour Nuova Spagne pourroient peutestre bien encore decliner et I’indigo et la
cochenille principalement cette derniere dont il n’y a pas tres grand nombre venir. De mall en
mieux le temps nous l’apprendra. Les grains un peu hausses en ces quarticrs, de mesme vers
Bordeaux ou il en faudra porter par mer et en ces cantons la recolte ayant souffert en plusieurs
endroits a Paris et icy le blé a la halle est haussé de W.44 a W.56, le seighe de W.26 a W.36,
pourtant rien de bien regle, la recolte n’estant partout finie, selon les apparences neantmoins
doibt un peu prendre faveur. La suitte vous sera avisee; icy rien de nouveau. A[braham]
V[rouling] vous a bien de l’obligation de vos bons souhaits, le sera pour I’advenir; ce que l’on
vous a dit n’est qu'une fausse alarme; il n’est pas encore delibere a changer la condition, mais
surtout il ne changera jamais la qualite de vos trés humble et obligé serviteurs.’","Amsterdam: 1001/4g. Londres: 55 1/4d.
Anvers: 99g. Hamburg: 1 p. cent.
Lille: 97 1/2g",C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,FRENCH,1677,10 AUGUST 1677,4 Aug. 1677,16 Aug. 1677,,802,,
m-d_360,360,L. TRIP to JD,473,L. TRIP,JD,,AMSTERDAM,AMSTERDAM 6 AUGUST 1677,,"From your letter of the 20th of July I understand that the iron which my nephew Matthias
Trip sent you has not yet been sold, so I am again requesting you, please sell it at the current
price, as I have written before. Please comply with this friendly request so that this long
drawn-out account can be closed. It is true, as you write, that it cannot be brought out of
Sweden for less than £12 without loss, but it seems that it is the humour of the English nation
to sell immediately, cost what it may. It is beyond reason but in these latest letters I have been
informed that the English are now buying iron for 30 dollars which was last year selling at
25 dollars, while the salt which was sold last year at 12 dollars is now selling at 10 1/2. You can
well conceive what a difference that makes. One should be able to say that, because it was
bought up at such a high cost, the price of iron must rise. In other places they would hold on
to it, but not the English! They must sell, cost what it may, so once again I beg you and order
you to sell my iron at the market price, for large amounts will be coming from Sweden.",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,DUTCH,1677,6 AUGUST 1677,6 Aug. 1677,7 Aug. 1677,,222,,
m-d_361,361,P. BOTTE to JD,474,P. BOTTE,JD,"Wherewith I remain, &c. ",AMSTERDAM,AMSTERDAM 10 AUGUST 1677,"1 '...neffens Ue sustenu wegens t’vercoop & vertier...’ which one might translate alternatively as ‘sale and
distribution’.","On my arrival home, which was at the end of last month (God be thanked) I found your
letters of the 18th and 25th of May as well as of the 19th and 3rd of July, and yesterday I
received yours of the 27th of July in which I find the answer to mine of the 16th/26th past
from Hamburg.

I perfectly understand your feelings about the consignment of pitch and tar, as well as your
argument about selling and marketing.(1) I am also grateful for the conditions you have
offered. I have already let you have my views about these matters and if you are willing to
undertake the business for me in [England] on the following terms we can try each other out
for this year, and if I am satisfied (which I do not doubt) I shall be glad to continue with you,
vizt.:

1. In accordance with your request, the goods will be sent to [London] with the exception of
80 lasts of pitch and 100 lasts of tar, which will be ordered for Hull as you asked.

2. On their arrival you will do your best to sell them from the ships according to the prices
which] shall, from time to time, recommend and if these prices cannot be obtained the goods
are to be stored in a good and convenient warehouse until such time as an opportunity offers,
for which one ought not to be in too great a hurry as these quantities are not large.
Furthermore, it means I can sell as I choose, and as the prices here are £22— £22 1/2 flem. for tar
(which, with discount and rebate amounts to f.120 net) my present advice would be that the
consignment sent aboard Robert Young and due to arrive soon should not be sold below Lu
sterling for the tar and £15 sterling for the pitch. It should be sold at 3 months time precisely,
so that the bills of exchange can be paid; and in order that I may sleep all the sounder I would
ask you to stand liable for debts, which you are better able to settle than anyone, having
knowledge enough about your customers not to give credit to anyone other than reliable
people.

If you do so I shall:

3. allow you 2 per cent commission, and for interest (according to your demand) 4 per cent
per month for your outlay on freight charges and bills of exchange. Further:

4. I have agreed not to draw on you more than £5 per last on the tar and £7 per last on the
pitch from the time the goods arrive until the time when they are sold, when you will always
allow me to dispose of the balance in such a way that what remains unsold from time to time
is only charged with £5 per last of tar and £7 per last of pitch, including all expenses.

I have no doubt that these conditions will please you and that you will consent to them,
handling the costs as if they were your own, on which I shall rely and await your decision by
 your next letter. Wherewith I remain, &c.","London: 36s 1-1 1/2g 2usances.
Hamburg: 33 3/16-1/4 at sight.",C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,DUTCH,1677,10 AUGUST 1677,6 Aug. 1677,7 Aug. 1677,,534,,
m-d_362,362,A. RULAND to JD,475,A. RULAND,JD,"With cordial regards, &c. ",HAMBURG,HAMBURG 30 JULY 1677,,"I have received yours of the 6th of April and 19th of June. I note what you write concerning
Van Deurs. With friends in Amsterdam I have been well treated this way, but no satisfaction
can be had in the way you describe. You could find the opportunity to reprove him
somewhat and show him in that way that you are not inclined to abandon entirely my
interests in [England] so that I am not properly served there.

Thank you for news of what is happening to trade in [England]. I see more prospect of a
decline than a rise in indigo prices at present since large amounts have arrived with the East
India ships. I understand that in Spain and Portugal corn is scarcely satisfactory. Some say itis
also so in the region of Nantes in France, but that it is abundant in England and that large
amounts have been contracted for in Spain. I shall be glad to know what truth there is in this,
and how much a last of wheat will cost in [England], free on board. Fish and grain from
[England] are probably in some demand in Spain. Exactly what demand there is I do not
know, though with the great shortage they will have to do the best they can. Here, God be
praised, we have had a reasonable year, although how large [our crops are] one does not know yet. With cordial regards, &c.",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,DUTCH,1677,30 JULY 1677,30 Aug. 1677,31 Aug. 1677,,241,,
m-d_363,363,CLAES WILKENS to jD,475,CLAES WILKENS,jD,"With cordial regards, &c.",STOCKHOLM,STOCKHOLM 18 JULY 1677,,"Your letter of the 18th of May, together with a copy of the same, reached me only four days
ago, and I also have one of the 19th past which arrived safely today. From these I have seen
your news of what is happening with regard to the pitch and tar trade in England. Thank you
for the information, and since Mr Botte has contracted to undertake the business and has
instructed me to arrange the shipments to you, I have consigned to you the following (which
will be followed quickly by the bills of lading)—in Captain Robert Young, 62 lasts of tar
at 13 barrels per last (consisting of 47 1/6 lasts of Stockholm tar and 20 lasts of Viborg tar at
12 barrels per last) and 20 lasts of pitch at 12 barrels per last; likewise with John Chapman
23 1/13 lasts of tar and 5 10/13 lasts of pitch at 13 barrels per last; likewise in Henry Sutton 28 8/13 lasts
of tar and 6 6/13 lasts of pitch. John Garret and Francis Benson are still lying in lading and
when they have their full cargoes I shall send you news of it. More will follow shortly so I
hope you will be able to have the required amount. Since Mr Botte already set sail a fortnight
ago on his journey to Amsterdam by way of Lübeck I hope he has arrived long before you see
this and has corresponded with you about what is necessary for this business.

It is true that in Kalmar and Vastervik one can obtain no more tar for any money, and
from Gothenburg, Halmstad and Viborg no more is expected.

Thank you for offering your services to me, I shall bear that prospect in mind when the
dear Lord grants us peace. Because of these troubled times we citizens have had all our
business taken away and have had to leave it all to foreigners while we patiently wait for
better times, which the dear Lord may soon grant.

Because there is little iron in stock here the price is high, and the recent severe winter and
great thaw have restricted many works, which are remaining at a standstill, to which the
floods of the spring and the subsequent great drought have contributed not a little. So far this
year Holland has not ordered much iron and most of it has been sold to Englishmen resident
here.

With cordial regards, &c.",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,GERMAN,1677,18 JULY 1677,16 Aug. 1677,17 Aug. 1677,,410,,
m-d_364,364,B. BEUZELIN & SON to JD,476,B. BEUZELIN & SON,JD,"La courier va partir, ainsy nous nous hastons de finir, &c.",ROUEN,ROUEN 31 AUGUST 1677,,"‘Nous venons de recepvoir vostre agreable du 16/26 courant qui nous dit le debvoir des 2
remises que nous vous avons faittes de W.1.500 et W.245 2/3, ce qui est bien. Nous procurerons
le necessaire des 6 vostres, W.2.000, 500, 500, 1.000, 250 et 250 ect vous en rendrons creditteur.
Il nous fasche que le change pour chez vous soit cy bas, car nous y avons faita 55d. S’il est plus
hault a Paris, nous vous fairons faire des retours dudit lieu, et comme nous vous avons cy-
devant escrit en quelque maniere que se soit, il ne vous en coustera qu’un provision et ung
courtage. Sy nous trouvons icy quelque lettres de satisfaction et a prix raisonnable, nous ne
laissons pas de vous remettre sans attendre l’escheance des vostres. Vous saurez par le prochain
ceque nous aurons peu effectuer. Nous vous creditterons de ce que vous avez heu la bonte de
payer a mon filz.

Au regard des 100 torches de fil de latton qui nous reste a vous, puisque vous ne dezirez pas
que nous les yandions a moins de £97t, nous observerons vos ordres, mais il fault quil y
arrive bien de la demande avant que de parvenir a ce prix la. I] est vray que d’Hambourg on
nous escrit qu’il doibt attendre peu, parcequ’il leur mancque de mattiere pour le travail, mais
dung aultre costé il s'attend 2 navires de Suede, l’un pour le Sr Thomas Legendre qui aura
2.000 torches et ung petit bastimant avecq 1.000, tout cella remplist. Ledit Sr Legendre la
sepmaine passé en vandist autour de 400 torches a £89t de la marque de ‘H’ couronnee qui
estoit venu d’Hambourg. Il est indubittable que sy l’on y voulloit tenir ung peu la main I’on
en optiendroit aussy bien £92t que £89t mais chacun fait comme il l’entend. Nous
advertirons Mons. Gansel de ce que vous nous mandez et qu’il ne vande point votre partie a
moins de £97t. Nous souhaittons fort que luy et nous y puissions parvenir et que le vaisseau
venant de Stockholm qui avoit touche a Harwich dans lequel vous avez $60 torches de fil de
latton et partie de bré et goudron puisse heureusement arriver icy. Nous vous sommes
beaucoup obligez de la continuation de votre bonne volonte en ce rancontre—assurez-vous
que nous en aurons toutte la recognoissance possible, et que vos intherets nous seront
tousiours en la mesme recommandation que les notres. Nous nous tiendrons fort exactemant
dans les limittes de vos ordres pour cette partie, et nous esperons que le bré et goudron dont la
consignation e[s]t faites a Mons. Louis Hays se vandra fort bien parce qu’il est tres peu de I’un
et de l’autre icy.

Nostre homme e[s]t allé chez la veuve Hacquet pour luy presanter la lettre de £400
sterling; vous saurez au bas de celluy sy elle l’aura accepte ou non.

C’est ung grand bien pour votre Compagnie d’Orient que l’arrivée de ces 4 navires—Dieu
veille avoir conservé le 5e duquel on estoit en paine. On nous mande d’Amsterdam que les
poivres y avoyent hausse a 11 5/8g non obstant le grand nombre que en estoit arrivée. Ces
messicurs ont des addresses merveilleuzes pour faire hausser leurs marchandises. Ilz ont fait
achepter icy tous les gerofles et lus plus advizes sont ceux qui ont vendu, car d’enchere il ne
fault pas esperer, veu le peu de consommation qu’il-y-a a touttes sortes de marchandises. Les
huilles baissent a cauze des apparences d'une grande recolte, tant en France qu’en Espagne et Italie; les dernieres se sont vandues a £30t le 100—c’est encore ung bon prix. La courier va
partir, ainsy nous nous hastons de finir, &c.

[P.S.] La lettre de £400 sterling est acceptée par la veuve Haquet et nous la gardons suivant
votre ordre. Nous n’avons peu rien trouver a la bourse audessus de 55d. Il est resté beaucoup
d’argeant et peu de lettres.’","Amsterdam: 100 1/4g.
Hamburg: 1%.
Lille: 97 1/2g.",C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,FRENCH,1677,31 AUGUST 1677,27 Aug. 1677,27 Aug. 1677,,651,"[P.S.] La lettre de £400 sterling est acceptée par la veuve Haquet et nous la gardons suivant
votre ordre. Nous n’avons peu rien trouver a la bourse audessus de 55d. Il est resté beaucoup
d’argeant et peu de lettres.’",
m-d_365,365,L. DE LA BISTRATE & F. DUFAY to JD,477,L. DE LA BISTRATE & F. DUFAY,JD,"We remain, always ready to be of service, &c. ",AMSTERDAM,AMSTERDAM 7 SEPTEMBER 1677,"1 The Dutch whale-fishery catch for 1677 was some 25 per cent smaller than the average for the 1670s—see
A. R. Michell ‘The European Fisheries in Early Modern History’, The Cambridge Economic History of Europe, V,
p. 169.","We last wrote to you on the 13th past, and since then we have had nothing from you.

If the last two ships carrying our 10 packs of whale-fins have departed for Genoa we shall
be glad to hear and await the expense account. Concerning our remaining whale-fins, we had
hoped that the ravages of the French in Greenland would have caused some considerable
alteration,(1) but since we have heard nothing about it from you and since the price here is
weakening again because the ships have returned home with very good catches, we have
decided to dispose of ours cheaply and likewise request you to sell at £105 sterling [per ton].
And if you cannot obtain that please, without delay and by the first opportunity of a good
ship, send them also to Genoa for our account but in your own name. Consign them to SS.
Carlo Dominico Cichi & Co. and inform us promptly when it is done.

Concerning the pending sale by your East India Company, we had expected further
information from you. We are now advised that it will happen soon and that large amounts
of pepper are likely to be sold, so we have no doubt that it will be going cheaply. If you can
obtain it at 6d [per lb.] please buy 20 or 30 bales for us, and if you have to pay 6 3/4d get no
more than ro to 15 bales. We will promptly arrange your reimbursement. Enclosed here are
the cargo lists of another 6 East India ships which have arrived. The Company are expecting that all their pepper will have to go cheaply. We remain, always ready to be of service, &c.

[P.S.] Enclosed herewith we send a calculation on the basis of pepper being (as it was before
with you) at 9 1/2d, but allowing for rebate and 2 per cent discount for prompt payment and
restitution of half the duty, for your guidance.",,C. LETTERS TO LEONORA MARESCOE & JACOB DAVID,DUTCH,1677,7 SEPTEMBER 1677,1 Sep. 1677,4 Sep. 1677,,326,"[P.S.] Enclosed herewith we send a calculation on the basis of pepper being (as it was before
with you) at 9 1/2d, but allowing for rebate and 2 per cent discount for prompt payment and
restitution of half the duty, for your guidance.",
