id	hit_freq	conf_freq	approve_freq	fixed_freq	object_freq	grat_freq	pray_freq	preserve_freq	presupp_freq	resign_freq	travel_freq	trade_freq	health_freq	politics_freq	social_freq	connection	sender	addressee	pair	year	quinquennial	decennium	sender_birth	addressee_birth_date	sender_generation	addressee_generation	sender_is_older	sender_over_40	addressee_over_40	age_gap_over_20	gender_sender	gender_addressee	gender_pair
SB_M_216	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PAUL BERENBERG (JR.)	LM & PJ	"PAUL BERENBERG (JR.)", "LM & PJ"	1672	1670-1674	1670-1679	1628	MULT	1600-1640	1600-1640	TRUE	TRUE	FALSE	FALSE	MALE	MULT	MALE-MULT
SB_M_22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ARNOLD RULAND	CM	"ARNOLD RULAND", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_221	5.49	0.00	0.00	0.00	3.66	0.00	1.83	0.00	0.00	0.00	0.00	5.49	0.00	0.00	0.00	BUSINESS; CLIENT	ALEXANDER WADDELL	LM & PJ	"ALEXANDER WADDELL", "LM & PJ"	1673	1670-1674	1670-1679	UNK	MULT	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MULT	MALE-MULT
SB_M_23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PETER CAULIER	CM	"PETER CAULIER", "CM"	1668	1665-1669	1660-1669	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_238	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JOHAN ARNOLDT FONCK	LM	"JOHAN ARNOLDT FONCK", "LM"	1676	1675-1679	1670-1679	UNK	1637	UNK	1600-1640	FALSE	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_239	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	LM	"ANDREAS BERENBERG'S WIDOW", "LM"	1676	1675-1679	1670-1679	1604	1637	1600-1640	1600-1640	UNK	TRUE	FALSE	TRUE	MALE	FEMALE	MALE-FEMALE
SB_M_242	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JOHAN ARNOLDT FONCK	LM	"JOHAN ARNOLDT FONCK", "LM"	1675	1675-1679	1670-1679	UNK	1637	UNK	1600-1640	TRUE	UNK	FALSE	UNK	FEMALE	FEMALE	FEMALE-FEMALE
SB_M_252	5.49	0.00	0.00	1.83	0.00	1.83	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	FRANÇOIS BOSTELMAN	LM	"FRANÇOIS BOSTELMAN", "LM"	1675	1675-1679	1670-1679	UNK	1637	1640-1680	1600-1640	UNK	FALSE	FALSE	UNK	MALE	FEMALE	MALE-FEMALE
SB_M_253	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	3.66	0.00	BUSINESS; CLIENT	JOHAN ARNOLDT FONCK	LM	"JOHAN ARNOLDT FONCK", "LM"	1675	1675-1679	1670-1679	UNK	1637	UNK	1600-1640	FALSE	UNK	FALSE	UNK	MALE	FEMALE	MALE-FEMALE
SB_M_256	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PETER CAULIER	JD	"PETER CAULIER", "JD"	1675	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	FEMALE	MALE-FEMALE
SB_M_261	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JOSIAS OLMIUS	JD	"JOSIAS OLMIUS", "JD"	1675	1675-1679	1670-1679	1649	1640	1640-1680	1640-1680	UNK	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_262	5.49	0.00	0.00	0.00	0.00	0.00	5.49	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ALEXANDER VAN KUFFELER	JD	"ALEXANDER VAN KUFFELER", "JD"	1675	1675-1679	1670-1679	1646	1640	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_263	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	1.83	0.00	1.83	1.83	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1675	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	FALSE	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_264	1.83	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JOHAN ARNOLDT FONCK	JD	"JOHAN ARNOLDT FONCK", "JD"	1675	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_267	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	WILLIAM FOXLEY	JD	"WILLIAM FOXLEY", "JD"	1675	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_268	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JOHAN ARNOLDT FONCK	JD	"JOHAN ARNOLDT FONCK", "JD"	1675	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_274	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PETER CAULIER	JD	"PETER CAULIER", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_278	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	DANIEL VAN REUSCH	JD	"DANIEL VAN REUSCH", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_280	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	1.83	0.00	0.00	BUSINESS; CLIENT	ADAM LAURENS KELLERMAN	JD	"ADAM LAURENS KELLERMAN", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_281	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1676	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_282	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	FRANÇOIS BOSTELMAN	JD	"FRANÇOIS BOSTELMAN", "JD"	1676	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	FALSE	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PAUL BERENBERG (SR.)	CM	"PAUL BERENBERG (SR.)", "CM"	1676	1675-1679	1670-1679	UNK	1633	UNK	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_291	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	BARTHOLOMEW MÖLL	JD	"BARTHOLOMEW MÖLL", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_292	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	HENNING BUSCH	JD	"HENNING BUSCH", "JD"	1668	1665-1669	1660-1669	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_293	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	BUSINESS; CLIENT	JOSIAS OLMIUS	JD	"JOSIAS OLMIUS", "JD"	1676	1675-1679	1670-1679	1649	1640	1640-1680	1640-1680	UNK	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_299	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	HUMPHREY BAWDEN	JD	"HUMPHREY BAWDEN", "JD"	1676	1675-1679	1670-1679	1629	1640	1600-1640	1640-1680	FALSE	TRUE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_300	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	HUMPHREY BAWDEN	JD	"HUMPHREY BAWDEN", "JD"	1676	1675-1679	1670-1679	1629	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_301	5.49	0.00	0.00	0.00	0.00	1.83	3.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	EGIDIO RULAND	JD	"EGIDIO RULAND", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	TRUE	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_302	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.49	0.00	0.00	0.00	BUSINESS; CLIENT	HUMPHREY BAWDEN	JD	"HUMPHREY BAWDEN", "JD"	1676	1675-1679	1670-1679	1629	1640	1600-1640	1640-1680	UNK	TRUE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_304	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PIERRE LEGENDRE	JD	"PIERRE LEGENDRE", "JD"	1676	1675-1679	1670-1679	1642	1640	1640-1680	1640-1680	TRUE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_307	1.83	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1676	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	FALSE	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_308	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	JD	"ANDREAS BERENBERG'S WIDOW", "JD"	1676	1675-1679	1670-1679	1604	1640	1600-1640	1640-1680	UNK	TRUE	FALSE	TRUE	MALE	MALE	MALE-MALE
SB_M_310	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CHARLES GOODFELLOW	JD	"CHARLES GOODFELLOW", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	TRUE	UNK	FALSE	UNK	FEMALE	MALE	FEMALE-MALE
SB_M_311	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CHARLES GOODFELLOW	JD	"CHARLES GOODFELLOW", "JD"	1676	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_314	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	JD	"ANDREAS BERENBERG'S WIDOW", "JD"	1676	1675-1679	1670-1679	1604	1640	1600-1640	1640-1680	UNK	TRUE	FALSE	TRUE	MALE	MALE	MALE-MALE
SB_M_315	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	JD	"ANDREAS BERENBERG'S WIDOW", "JD"	1676	1675-1679	1670-1679	1604	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	FEMALE	MALE	FEMALE-MALE
SB_M_316	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ALEXANDER VAN KUFFELER	JD	"ALEXANDER VAN KUFFELER", "JD"	1676	1675-1679	1670-1679	1646	1640	1640-1680	1640-1680	TRUE	FALSE	FALSE	FALSE	FEMALE	MALE	FEMALE-MALE
SB_M_332	1.83	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1677	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_333	1.83	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	BUSINESS; CLIENT	HUMPHREY BAWDEN	JD	"HUMPHREY BAWDEN", "JD"	1677	1675-1679	1670-1679	1629	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	JD	"ANDREAS BERENBERG'S WIDOW", "JD"	1677	1675-1679	1670-1679	1604	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	FEMALE	MALE	FEMALE-MALE
SB_M_341	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ADAM LAURENS KELLERMAN	JD	"ADAM LAURENS KELLERMAN", "JD"	1677	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_343	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	FRANÇOIS BOSTELMAN	JD	"FRANÇOIS BOSTELMAN", "JD"	1677	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	FALSE	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_345	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CORNELIUS DE HERTOGH'S WIDOW	JD	"CORNELIUS DE HERTOGH'S WIDOW", "JD"	1677	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_362	1.83	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ARNOLD RULAND	JD	"ARNOLD RULAND", "JD"	1677	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CORNELIUS BERENBERG	CM	"CORNELIUS BERENBERG", "CM"	1668	1665-1669	1660-1669	UNK	1633	1600-1640	1600-1640	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_370	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ARNOLD RULAND	JD	"ARNOLD RULAND", "JD"	1677	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_371	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	EGIDIO RULAND	JD	"EGIDIO RULAND", "JD"	1677	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_377	3.66	0.00	0.00	0.00	0.00	0.00	1.83	0.00	1.83	0.00	0.00	0.00	0.00	3.66	0.00	BUSINESS; CLIENT	ALEXANDER VAN KUFFELER	JD	"ALEXANDER VAN KUFFELER", "JD"	1677	1675-1679	1670-1679	1646	1640	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_378	1.83	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1677	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_381	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	BUSINESS; CLIENT	JOHAN ARNOLDT FONCK	JD	"JOHAN ARNOLDT FONCK", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_382	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ARNOLD RULAND	JD	"ARNOLD RULAND", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_386	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	PETER CAULIER	JD	"PETER CAULIER", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_388	1.83	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	BUSINESS; CLIENT	CORNELIUS DE HERTOGH'S WIDOW	JD	"CORNELIUS DE HERTOGH'S WIDOW", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_390	1.83	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	EGIDIO RULAND	JD	"EGIDIO RULAND", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_396	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CHRISTOPHER GOODFELLOW	JD	"CHRISTOPHER GOODFELLOW", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_397	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CHRISTOPHER GOODFELLOW	JD	"CHRISTOPHER GOODFELLOW", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_398	3.66	0.00	0.00	0.00	0.00	1.83	1.83	0.00	0.00	0.00	0.00	1.83	0.00	1.83	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1678	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_4	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	CM	"ANDREAS BERENBERG'S WIDOW", "CM"	1668	1665-1669	1660-1669	1604	1633	1600-1640	1600-1640	TRUE	TRUE	FALSE	TRUE	FEMALE	MALE	FEMALE-MALE
SB_M_401	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	WILLIAM CLODE	JD	"WILLIAM CLODE", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_405	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CHRISTOPHER GOODFELLOW	JD	"CHRISTOPHER GOODFELLOW", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_406	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	WILLIAM CLODE	JD	"WILLIAM CLODE", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_410	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	BUSINESS; CLIENT	ANDREAS BERENBERG'S WIDOW	JD	"ANDREAS BERENBERG'S WIDOW", "JD"	1678	1675-1679	1670-1679	1604	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	TRUE	FEMALE	MALE	FEMALE-MALE
SB_M_411	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1678	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_423	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	JOHAN ARNOLDT FONCK	JD	"JOHAN ARNOLDT FONCK", "JD"	1678	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_428	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	FRANÇOIS BOSTELMAN	JD	"FRANÇOIS BOSTELMAN", "JD"	1678	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	FALSE	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_431	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1679	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_436	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ESTIENNE MOLIÉ	JD	"ESTIENNE MOLIÉ", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_440	3.66	0.00	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	1.83	0.00	1.83	0.00	BUSINESS; CLIENT	WILHELM DE HERTOGH	JD	"WILHELM DE HERTOGH", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_442	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	HANS HENDRICK BERENBERG	JD	"HANS HENDRICK BERENBERG", "JD"	1679	1675-1679	1670-1679	1623	1640	1600-1640	1640-1680	TRUE	TRUE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_444	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	BUSINESS; CLIENT	WILHELM DE HERTOGH	JD	"WILHELM DE HERTOGH", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_450	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ABRAHAM WOLTERS	JD	"ABRAHAM WOLTERS", "JD"	1679	1675-1679	1670-1679	1649	1640	1640-1680	1640-1680	FALSE	FALSE	FALSE	FALSE	MALE	MALE	MALE-MALE
SB_M_451	3.66	0.00	0.00	0.00	0.00	0.00	1.83	0.00	1.83	0.00	1.83	1.83	0.00	0.00	0.00	BUSINESS; CLIENT	DAVID GEYSMER	JD	"DAVID GEYSMER", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_453	1.83	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	CLAUS BENE	JD	"CLAUS BENE", "JD"	1679	1675-1679	1670-1679	UNK	1640	1640-1680	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
SB_M_459	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	BUSINESS; CLIENT	ADRIAN DUQUESNOY	JD	"ADRIAN DUQUESNOY", "JD"	1679	1675-1679	1670-1679	UNK	1640	UNK	1640-1680	UNK	UNK	FALSE	UNK	MALE	MALE	MALE-MALE
