NR	SENDER	ADDRESSEE	SENDER-ADDRESSEE_PAIRS	DATE	YEAR	LANGUAGE	GENDER_SENDER	GENDER_ADDRESSEE	GENDER_PAIR	CONNECTION_TYPE	GENERATION_SENDER	GENERATION_ADDRESSEE	SENDER_IS_OLDER	SENDER_OVER_40	ADDRESSEE_OVER_40	AGE_GAP_OVER_20	AGE_GAP	PAGE	LENGTH	TOKEN_ID	REL_TOKEN_POS	QUERY	LEFT	HIT	RIGHT
m-d_227	SAMUEL VAN BREDA	LEONORE MARESCOE	"SAMUEL VAN BREDA", "LEONORE MARESCOE"	6 JANUARY 1675		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; PRINCIPAL	UNK	1637	UNK	UNK	UNK	UNK		371	475	m-d_227.1_1	0.21	god	May	God	Almighty grant a prosperous and successful New Year, with all the good fortune you desire for yourself. In answer to yours of 29 November and 4 December which have just
m-d_227	SAMUEL VAN BREDA	LEONORE MARESCOE	"SAMUEL VAN BREDA", "LEONORE MARESCOE"	6 JANUARY 1675		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; PRINCIPAL	UNK	1637	UNK	UNK	UNK	UNK		371	475	m-d_227.449_449	94.53	god	you for a punctual performance. [P.S.] Please address the letter for me here to Mr Hendrick van Felde at Hamburg so they can quickly get to me at Amsterdam. If	God	permits, I am intending to travel there and to Amsterdam at the end of this month, and Van Felde always knows where I shall
m-d_227	SAMUEL VAN BREDA	LEONORE MARESCOE	"SAMUEL VAN BREDA", "LEONORE MARESCOE"	6 JANUARY 1675		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; PRINCIPAL	UNK	1637	UNK	UNK	UNK	UNK		371	475	m-d_227.2_2	0.42	almighty	May God	Almighty	grant a prosperous and successful New Year, with all the good fortune you desire for yourself. In answer to yours of 29 November and 4 December which have just arrived
m-d_228	FREDERICK, GODSCHALL & DUNCAN	LEONORE MARESCOE	"FREDERICK, GODSCHALL & DUNCAN", "LEONORE MARESCOE"	11 DECEMBER 1674		ENGLISH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; AGENT	MULT	1637	MULT	MULT	UNK	UNK		372	335	m-d_228.318_318	94.93	god	us know your pleasure in the case. Per the Providence and Jerusalem bayes have been sould aboard at 18 ducats per piece, 2 months payment and small goods pro rato.	God	send us better times and keep you in health and prosperity are the desires of,
m-d_229	FREDERICK, GODSCHALL & DUNCAN	LEONORE MARESCOE	"FREDERICK, GODSCHALL & DUNCAN", "LEONORE MARESCOE"	(ii) 19 FEBRUARY 1675		ENGLISH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; AGENT	MULT	1637	MULT	MULT	UNK	UNK		372	340	m-d_229.308_308	90.59	god	of flotta for the New Spaine may produce time must tell us, though wee feare few will engage deep in English goods by them. The 14th current Galleons departed Cadiz.	God	send them well out and home that this comerce may bee revived and goods beare a better price, which is all at present offers from, Madam, your most humble servants,
m-d_231	JEAN & HENDRIK VAN BAERLE	LEONORE MARESCOE	"JEAN & HENDRIK VAN BAERLE", "LEONORE MARESCOE"	29 MARCH 1675		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; AGENT	MULT	1637	MULT	MULT	UNK	UNK		373	310	m-d_231.91_91	29.35	father	he writes to us that he has satisfied you for your half share and we do not doubt that he has done so. Since the collapse of Isaac Momma his	father	Willem has also fallen short, unable to meet his bills of exchange and other debts, but the King of Sweden has protected him so that no- one can molest him,
m-d_236	TIMOTHY LANNOY & JOHN BURKIN	LEONORE MARESCOE	"TIMOTHY LANNOY & JOHN BURKIN", "LEONORE MARESCOE"	29 MARCH 1675		ENGLISH	MALE	FEMALE	"MALE", "FEMALE"	FAMILY	MULT	1637	MULT	MULT	UNK	UNK		376	358	m-d_236.133_133	37.15	god	We have also sent by said ship 130 sackes of ashes, in which you are concerned a fift part, which comes to LD. 212 72 @. Your whole adventure, which	God	preserve, is LD. 2.670 28 @. The ginger, in which you are concerned a fift part, as yet we have not bin able to dispose of any, it being at
m-d_238	JOHAN ARNOLDT FONCK	LEONORE MARESCOE	"JOHAN ARNOLDT FONCK", "LEONORE MARESCOE"	1 JUNE 1675		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; CLIENT	UNK	1637	UNK	UNK	UNK	UNK		378	236	m-d_238.231_231	97.88	god	employ the proceeds on goods from [England]. So little is happening at the moment that it is painful to think about buying goods, so we must patiently bear what pleases	God	Almighty. I remain,
m-d_238	JOHAN ARNOLDT FONCK	LEONORE MARESCOE	"JOHAN ARNOLDT FONCK", "LEONORE MARESCOE"	1 JUNE 1675		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; CLIENT	UNK	1637	UNK	UNK	UNK	UNK		378	236	m-d_238.232_232	98.31	almighty	the proceeds on goods from [England]. So little is happening at the moment that it is painful to think about buying goods, so we must patiently bear what pleases God	Almighty.	I remain,
m-d_239	ANDREAS BERENBERG'S WIDOW	LEONORE MARESCOE	"ANDREAS BERENBERG'S WIDOW", "LEONORE MARESCOE"	4 JUNE 1675		ENGLISH	FEMALE	FEMALE	"FEMALE", "FEMALE"	BUSINESS; CLIENT	1604	1637	TRUE	UNK	UNK	TRUE	33	378	319	m-d_239.219_219	68.65	lord	the country is full of dread and no one here has any pleasure in taking any risks but is glad if they have nothing outstanding to lose. May the good	Lord	grant that we may be blessed and profitable! Our brother Cornelius returns Mr Davidson’s(1) friendly greetings and is sorry that he has had so much trouble concerning the pieces of
m-d_243	CLAUS BENE	LEONORE MARESCOE	"CLAUS BENE", "LEONORE MARESCOE"	25 JUNE 1675		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; CORRESPONDENT	UNK	1637	UNK	UNK	UNK	UNK		380	553	m-d_243.75_75	13.56	god	have received yours of the 18th inst. together with the bill of lading for the bale of Ardasse and 2 bales of Turkish yarn loaded in Sybrant Clacsen’s ship. May	God	bring him in safety. The account of the 2 bales of yarn, Nos. ‘B’ and ‘C’, I shall check, and finding them correct will record my agreement and let you
m-d_243	CLAUS BENE	LEONORE MARESCOE	"CLAUS BENE", "LEONORE MARESCOE"	25 JUNE 1675		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; CORRESPONDENT	UNK	1637	UNK	UNK	UNK	UNK		380	553	m-d_243.376_376	67.99	god	general, some other great men and the French minister, the Duc de Vitri,(2) only narrowly escaped. This will change people’s ideas: the suspicion which I mentioned before has vanished away,	God	be praised. If I can be of any service in expediting the purchase of wire or other goods, please just ask me to gratify your commands, assuring you that it
m-d_245	FREDERICK, GODSCHALL & DUNCAN	LEONORE MARESCOE	"FREDERICK, GODSCHALL & DUNCAN", "LEONORE MARESCOE"	(ii) 25 JUNE 1675		ENGLISH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; AGENT	MULT	1637	MULT	MULT	UNK	UNK		382	147	m-d_245.131_131	89.12	god	calculate the charges. Wee cannot advise you to send any pinns for this markett. The expence is not considerable nor will anything in businesse considerable pass in this place until	God	send home Galleones, to whose protection comitt you and rest, Madam, your most humble
m-d_246	HENDRIK CLETCHER	LEONORE MARESCOE	"HENDRIK CLETCHER", "LEONORE MARESCOE"	26 JUNE 1675		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; PRINCIPAL	1623	1637	TRUE	UNK	UNK	FALSE	14	382	161	m-d_246.157_157	97.52	god	end of August, but if it does not arrive precisely on time I trust the Royal African Company will not take such a narrow view of it in these times.	God	protect you,
m-d_248	LOUIS DE LA BISTRATE & FREDERICK DUFAY	LEONORE MARESCOE	"LOUIS DE LA BISTRATE & FREDERICK DUFAY", "LEONORE MARESCOE"	3 SEPTEMBER 1675		ENGLISH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; PRINCIPAL	UNK	1637	UNK	UNK	UNK	UNK		383	621	m-d_248.435_435	70.05	lord	coarse or anchor iron fetches We wish we had the opportunity of being of service to you. Enclosed herein are two letters for you from Hamburg received from Sweden. The	Lord	Hendrick Thuen-Rosenstrém writes us to send with his enclosed letter the bill of lading for 42 slb of wire consigned to you, on which he says we may draw up
m-d_250	FREDERICK & GODSCHALL	LEONORE MARESCOE	"FREDERICK & GODSCHALL", "LEONORE MARESCOE"	(ii) 3 SEPTEMBER 1675		ENGLISH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; AGENT	MULT	1637	MULT	MULT	UNK	UNK		385	316	m-d_250.172_172	54.43	god	meet with these misserable dead times, that wee canot recover bills of the goldsmithes save at a tedious runn, all menn now putting off untill the arrivall of Galleones, which	God	grant may gett home safe in a short time, when hope shall see better times, that may send you a large supply of sugars. Wee hope per the next shipping
m-d_252	FRANÇOIS BOSTELMAN	LEONORE MARESCOE	"FRANÇOIS BOSTELMAN", "LEONORE MARESCOE"	24 SEPTEMBER 1675		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; CLIENT	UNK	1637	UNK	UNK	UNK	UNK		386	315	m-d_252.147_147	46.67	god	may be found. We learned of this all too directly since a Bremen ship coming from [London] laden with goods was taken in the Elbe by a Dunkirk caper. Thank	God	I am not involved, and may the Lord protect us from further attacks! Consequently I want you not to load anything you may have bought into Hamburg shipping. If by
m-d_252	FRANÇOIS BOSTELMAN	LEONORE MARESCOE	"FRANÇOIS BOSTELMAN", "LEONORE MARESCOE"	24 SEPTEMBER 1675		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; CLIENT	UNK	1637	UNK	UNK	UNK	UNK		386	315	m-d_252.225_225	71.43	god	not any other goods. And in the bill of lading state that it is for your account and not for mine, which could be useful if it is intercepted. But,	God	knows, how easy it is to be innocently caught up in all-too painful losses! I have no doubt that you will help me, if it can be done without loss
m-d_252	FRANÇOIS BOSTELMAN	LEONORE MARESCOE	"FRANÇOIS BOSTELMAN", "LEONORE MARESCOE"	24 SEPTEMBER 1675		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; CLIENT	UNK	1637	UNK	UNK	UNK	UNK		386	315	m-d_252.155_155	49.21	lord	too directly since a Bremen ship coming from [London] laden with goods was taken in the Elbe by a Dunkirk caper. Thank God I am not involved, and may the	Lord	protect us from further attacks! Consequently I want you not to load anything you may have bought into Hamburg shipping. If by any chance you have bought the galls you
m-d_252	FRANÇOIS BOSTELMAN	LEONORE MARESCOE	"FRANÇOIS BOSTELMAN", "LEONORE MARESCOE"	24 SEPTEMBER 1675		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; CLIENT	UNK	1637	UNK	UNK	UNK	UNK		386	315	m-d_252.314_314	99.68	dieu	goes by way of Amsterdam and I have also sent you the same contents by way of Antwerp so that at least one of them may not be lost. Again,	adieu.	
m-d_254	ROBERT OURSEL	JACOB DAVID	"ROBERT OURSEL", "JACOB DAVID"	12 NOVEMBER 1675		FRENCH	MALE	MALE	"MALE", "MALE"	BUSINESS; MENTOR	1634	1640	TRUE	UNK	UNK	FALSE	6	387	432	m-d_254.106_106	24.54	dieu	£88t le cent a payer a 4 mois, estant livres le compte vous en sera aussytost envoyé. Jean Hacker, dans lequel sont chargez les autres dix boucaux est, graces a	Dieu,	bien arrivé aubas de nostre riviere.(2) Estant monté devant cette ville j’en procureray la vente, vous donnant advis en son temps du succes. Le cuivre en planche vaut £95t le
m-d_256	PETER CAULIER	JACOB DAVID	"PETER CAULIER", "JACOB DAVID"	15 NOVEMBER 1675		ENGLISH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1640	UNK	UNK	UNK	UNK		389	284	m-d_256.262_262	92.25	god	so great a distance, but since it was your kindness wee most kindly accept of them and returne you our hearty thankes. Shall weare them for your sakes, so praying	God	to accumulate you with his blessings we kindly salute you and rest, honooured Cosin your most oblidged servant and kinsman,
m-d_258	FREDERICK & GODSCHALL	LEONORE MARESCOE	"FREDERICK & GODSCHALL", "LEONORE MARESCOE"	29 OCTOBER 1675		ENGLISH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; AGENT	MULT	1637	MULT	MULT	UNK	UNK		391	196	m-d_258.126_126	64.29	god	plata more expected down then former yeares and Gallones carryinge one-third less goods will cause them to make a pleasinge markett and make ammens for their staying for the plate.	God	send them safe home that we may see better times when doubtless English goods will bee in better esteem, especially bayes, seeinge sould so well in the West Indies by
m-d_259	ROBERT OURSEL	JACOB DAVID	"ROBERT OURSEL", "JACOB DAVID"	17 DECEMBER 1675		FRENCH	MALE	MALE	"MALE", "MALE"	BUSINESS; MENTOR	1634	1640	TRUE	UNK	UNK	FALSE	6	391	543	m-d_259.197_197	36.28	dieu	qu’avez fait charger dans le vaisseau le Hopefull Mary, dont est maitre Phelippe Pucket, 400 torches fil de latton de la mesme sorte du precedent comprins 50 torches de 3-	bandes—Dieu	vieilles l'amener a bon port. Estant arrive j’en procureray la vente au mieux possible, vous donnant en son temps advis du succez. Comme on en attend 2.500 torches de Hambourg
m-d_261	JOSIAS OLMIUS	JACOB DAVID	"JOSIAS OLMIUS", "JACOB DAVID"	20 DECEMBER 1675		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	1649	1640	FALSE	UNK	UNK	FALSE	9	393	327	m-d_261.43_43	13.15	lord	a reply. My brother, H[ermann] Olmius, tells me that two small ships have already been chartered at Wells(1) to bring grain to me here on your joint account. May the	Lord	bring them safely. I hope they are still over there at the moment as the weather has been very terrible on our coasts with these daily north-west winds. Grains are
m-d_262	ALEXANDER VAN KUFFELER	JACOB DAVID	"ALEXANDER VAN KUFFELER", "JACOB DAVID"	24 DECEMBER 1675		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	1646	1640	FALSE	UNK	UNK	FALSE	6	394	552	m-d_262.25_25	4.53	lord	Yours of the 19th past has reached me safely, from which I was happy to learn that you have married Mrs Marescoe. I hope the	Lord	will bless you with mutual happiness and allow you to live long together to salvation, in all the prosperity you could wish for. Meanwhile, because the business is now in
m-d_262	ALEXANDER VAN KUFFELER	JACOB DAVID	"ALEXANDER VAN KUFFELER", "JACOB DAVID"	24 DECEMBER 1675		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	1646	1640	FALSE	UNK	UNK	FALSE	6	394	552	m-d_262.138_138	25.0	lord	could not find anything likely to be profitable. Indeed, several commodities which you mention and which must necessarily come from [England] have been sold here at a loss. May the	Lord	soon give us better times and a general peace and then trade, which is disrupted in nearly all parts of Europe, should revive again. People are expecting that the ambassadors
m-d_262	ALEXANDER VAN KUFFELER	JACOB DAVID	"ALEXANDER VAN KUFFELER", "JACOB DAVID"	24 DECEMBER 1675		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	1646	1640	FALSE	UNK	UNK	FALSE	6	394	552	m-d_262.183_183	33.15	god	disrupted in nearly all parts of Europe, should revive again. People are expecting that the ambassadors ofall the countries involved will soon be meeting for peace negotiations at Nimwegen. May	God	grant that this long-wished-for work may proceed so that in the coming year (in which I wish you all success and prosperity, as above) we may be cheered by news
m-d_262	ALEXANDER VAN KUFFELER	JACOB DAVID	"ALEXANDER VAN KUFFELER", "JACOB DAVID"	24 DECEMBER 1675		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	1646	1640	FALSE	UNK	UNK	FALSE	6	394	552	m-d_262.548_548	99.28	god	if I can be of any service to you, you have only to command me, and with cordial regards I commend you and Madame, your wife, to the protection of	God,	and remain,
m-d_263	CLAUS BENE	JACOB DAVID	"CLAUS BENE", "JACOB DAVID"	13 DECEMBER 1675		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1640	UNK	UNK	UNK	UNK		395	936	m-d_263.371_371	39.64	god	freely. Philip Muncker, in whom your wire is loaded, is completely ready and only waits for a good wind. His ship is a galliot and has no other name. May	God	help him arrive in safety. Enclosed herewith is going the account of the 150 coils of wire loaded aboard him, amounting to £382 9s 2d, for which I debit you.
m-d_264	JOHAN ARNOLDT FONCK	JACOB DAVID	"JOHAN ARNOLDT FONCK", "JACOB DAVID"	14 DECEMBER 1675		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1640	UNK	UNK	UNK	UNK		396	343	m-d_264.17_17	4.96	god	I have received your welcome letter of the r9th past and wish you all good fortune and	God’s	blessings in your marriage with Madame Marescoe, so that you may enjoy all the prosperity you could desire. And I hope we shall have abundant opportunities to cultivate our correspondence,
m-d_268	JOHAN ARNOLDT FONCK	JACOB DAVID	"JOHAN ARNOLDT FONCK", "JACOB DAVID"	14 JANUARY 1676		ENGLISH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1640	UNK	UNK	UNK	UNK		399	336	m-d_268.15_15	4.46	god	I have received yours of the 31st past. I wish with all my heart that	God	will grant that this new year may begin and end in such a way that will honour Him and bring us to salvation. Concerning the Marglitzer linen—you are incorrectly informed
m-d_268	JOHAN ARNOLDT FONCK	JACOB DAVID	"JOHAN ARNOLDT FONCK", "JACOB DAVID"	14 JANUARY 1676		ENGLISH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1640	UNK	UNK	UNK	UNK		399	336	m-d_268.111_111	33.04	god	send it to England and I am sure that Banques has a share in it, but the idea that any monopoly should arise from that is odious and accursed of	God.	No one could imagine that a monopolist has emerged, particularly when everyone over here is so anxious lest the Company should bind itself to buy from only one person. Mine
m-d_268	JOHAN ARNOLDT FONCK	JACOB DAVID	"JOHAN ARNOLDT FONCK", "JACOB DAVID"	14 JANUARY 1676		ENGLISH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1640	UNK	UNK	UNK	UNK		399	336	m-d_268.301_301	89.58	god	at 133 g and I am sure it will soon be at 134g. To sum up, goods are so plentiful here that sales cannot make any impression on them. May	God	grant an improvement and allow us to deal freely with one another, remaining, with cordial regards, &c. [P.S.] Finally, I give you a free hand to do the best you
m-d_270	THOMAS LEGENDRE (LE JEUNE)	JACOB DAVID	"THOMAS LEGENDRE (LE JEUNE)", "JACOB DAVID"	28 JANUARY 1676		FRENCH	MALE	MALE	"MALE", "MALE"	FRIEND	1638	1640	TRUE	UNK	UNK	FALSE	2	400	387	m-d_270.132_132	34.11	dieu	je continueray tout mes soings et du succes je vous en donneray advis. Il est vray que nostre negoce est a present fort ingrat et c’est un mal a les	general—dieu	veuille nous donner mieux! Il ce consomme ordinairement icy par an 10 a 12.000 torques de fil de laton, tant de suede que de Hambourg, les 3 ordinairement de suede
m-d_271	DAVID VAN BAERLE	LEONORE MARESCOE	"DAVID VAN BAERLE", "LEONORE MARESCOE"	4 NOVEMBER 1675		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; AGENT	UNK	1637	UNK	UNK	UNK	UNK		401	499	m-d_271.407_407	81.56	god	St Ubes salt is at 164 to 17 dollars per ton. The war is making business very bad here and people see very little prospect of peace, which we pray	God	may grant. But I understand that there are negotiations for the freeing of trade between this kingdom and Holland and if they succeed it must soon be made public. If
m-d_274	PETER CAULIER	JACOB DAVID	"PETER CAULIER", "JACOB DAVID"	1 MARCH 1676		ENGLISH	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1640	UNK	UNK	UNK	UNK		404	499	m-d_274.24_24	4.81	god	‘Sir and Honoured Cosin, I hope this will find you and my cosin your lady in good health with all the family which pray	God	continue. You know when I was in London I discoursed you about the trade of Zantand told you what my cosin Houblons had lately done that way which doubtless will
m-d_276	HENDRIK CLETCHER	JACOB DAVID	"HENDRIK CLETCHER", "JACOB DAVID"	5 FEBRUARY 1676		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	1623	1640	TRUE	UNK	UNK	FALSE	17	405	773	m-d_276.99_99	12.81	lord	hand, and consequently I have not been able to discharge my obligation to wish you happiness together. This will therefore serve principally to wish you all good fortune, praying the	Lord	God to bless you and grant you many years of joy and prosperity together. I have noted with pleasure the safe arrival of Captain Goldstone and I have no doubt
m-d_276	HENDRIK CLETCHER	JACOB DAVID	"HENDRIK CLETCHER", "JACOB DAVID"	5 FEBRUARY 1676		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	1623	1640	TRUE	UNK	UNK	FALSE	17	405	773	m-d_276.100_100	12.94	god	and consequently I have not been able to discharge my obligation to wish you happiness together. This will therefore serve principally to wish you all good fortune, praying the Lord	God	to bless you and grant you many years of joy and prosperity together. I have noted with pleasure the safe arrival of Captain Goldstone and I have no doubt that
m-d_276	HENDRIK CLETCHER	JACOB DAVID	"HENDRIK CLETCHER", "JACOB DAVID"	5 FEBRUARY 1676		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	1623	1640	TRUE	UNK	UNK	FALSE	17	405	773	m-d_276.754_754	97.54	god	but if you send a consignment of salt in the spring please write fully to order what you want done with the proceeds. I commend you to the protection of	God,	together with Madame, your dearly beloved; &c. [P.S.] Regarding the exportation of iron, I shall inform you
m-d_278	DANIEL VAN REUSCH	JACOB DAVID	"DANIEL VAN REUSCH", "JACOB DAVID"	28 MARCH 1676		GERMAN	MALE	MALE	"MALE", "MALE"	BUSINESS; CLIENT	UNK	1640	UNK	UNK	UNK	UNK		407	241	m-d_278.240_240	99.59	dieu	if one can really trade with him or ought to avoid him. I shall keep your advice secret and, if the opportunity arises, do the same for you. Wherewith again,	adieu.	
m-d_279	STEVEN DE GEER	JACOB DAVID	"STEVEN DE GEER", "JACOB DAVID"	14 APRIL 1676		DUTCH & FRENCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	1629	1640	TRUE	UNK	UNK	FALSE	11	408	565	m-d_279.462_462	81.77	dieu	sait si ce ne sera pas en Septemb. qu’au temp on ne se peut pas tant arreter mais avec le temp le tout reussira pour le bien de l’eglise de	Dieu	nonobstant qu’on ne fait que cultiver tout le contraire et que des Grande miseres la doivent preseder. The letters from France speak of a heavy incursion of the French into
m-d_283	WILLEM MOMMA	LEONORE MARESCOE	"WILLEM MOMMA", "LEONORE MARESCOE"	14 FEBRUARY 1676		DUTCH	MALE	FEMALE	"MALE", "FEMALE"	BUSINESS; PRINCIPAL	1601	1637	TRUE	UNK	UNK	TRUE	36	411	535	m-d_283.11_11	2.06	god	The above is a copy of my last. We are now,	God	be praised, at the 14th of February, 1676. This is in answer to your undated letter, though from the account accompanying it I find it to be of the 13th
m-d_284	PHILIP BOTTE	JACOB DAVID	"PHILIP BOTTE", "JACOB DAVID"	1 MAY 1676		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; AGENT	UNK	1640	UNK	UNK	UNK	UNK		411	190	m-d_284.23_23	12.11	lord	Sir, Until now I have not had the honour of writing to you, and I do so now on the recommendation of my	Lord	De Geer. £400 sterling falls due on the 3rd instant, payable by Mr Samuel Sowton to Gerard Weymans for my account, and although I have been careful to provide for
m-d_286	JEAN BOOR	JACOB DAVID	"JEAN BOOR", "JACOB DAVID"	25 MARCH 1676		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; AGENT	UNK	1640	UNK	UNK	UNK	UNK		412	435	m-d_286.268_268	61.61	god	up on the way. It is distressing that the posts are working so badly—it is because of the Danes. I hope that different arrangements will be made. May the good	God	grant that peace may soon come so that trade may soon return to a better condition. With regard to the iron sent to you last year, please follow the orders
m-d_286	JEAN BOOR	JACOB DAVID	"JEAN BOOR", "JACOB DAVID"	25 MARCH 1676		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; AGENT	UNK	1640	UNK	UNK	UNK	UNK		412	435	m-d_286.367_367	84.37	god	salt for which they are asking 16 dollars. If the Dutch could come here we would see salt being sold for 12 dollars. I commend you to the protection of	God	Almighty, &c. [P.S.] If the vessel should come directly from [London] I beg you to be kind enough to send me a dozen of your bottles of sack, of the
m-d_286	JEAN BOOR	JACOB DAVID	"JEAN BOOR", "JACOB DAVID"	25 MARCH 1676		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; AGENT	UNK	1640	UNK	UNK	UNK	UNK		412	435	m-d_286.301_301	69.2	lord	peace may soon come so that trade may soon return to a better condition. With regard to the iron sent to you last year, please follow the orders of the	Lord	De Geer at Amsterdam. I made this request in one of my earlier letters sent to you under his cover, which I do not doubt you have received. Two English
m-d_286	JEAN BOOR	JACOB DAVID	"JEAN BOOR", "JACOB DAVID"	25 MARCH 1676		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; AGENT	UNK	1640	UNK	UNK	UNK	UNK		412	435	m-d_286.422_422	97.01	lord	your bottles of sack, of the best sort. Ask the Captain to see that they are well- packed. Also halfa dozen table-knives. Place the cost to the account of my	Lord	De Geer at Amsterdam and give me news of it—forgiving the
m-d_286	JEAN BOOR	JACOB DAVID	"JEAN BOOR", "JACOB DAVID"	25 MARCH 1676		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; AGENT	UNK	1640	UNK	UNK	UNK	UNK		412	435	m-d_286.368_368	84.6	almighty	for which they are asking 16 dollars. If the Dutch could come here we would see salt being sold for 12 dollars. I commend you to the protection of God	Almighty,	&c. [P.S.] If the vessel should come directly from [London] I beg you to be kind enough to send me a dozen of your bottles of sack, of the best
m-d_288	LAURENS UPPENDORFF	JACOB DAVID	"LAURENS UPPENDORFF", "JACOB DAVID"	I5 APRIL 1676		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	UNK	1640	UNK	UNK	UNK	UNK		414	311	m-d_288.36_36	11.58	god	to thank you for your manifold favours and entertainment, and I hope I shall have the good fortune to be able to recompense you, which would make me very happy.	God	be praised, I arrived here on the 24th past but found that Lord Lillienhoff was no more, having died on the 27th of February. The beloved [wife] of Lord Rosenstrém
m-d_288	LAURENS UPPENDORFF	JACOB DAVID	"LAURENS UPPENDORFF", "JACOB DAVID"	I5 APRIL 1676		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	UNK	1640	UNK	UNK	UNK	UNK		414	311	m-d_288.254_254	81.67	god	a leap—one must hope so. Last Sunday a warship of 40 guns was burnt out in front of the town and today the Admiralty’s rope-yard was also destroyed by fire.	God	be merciful to us and protect us from further misfortunes, to whose merciful protection I heartily commend you, Madame your dear wife and her daughters, remaining, &c. [P.S.] To all
m-d_288	LAURENS UPPENDORFF	JACOB DAVID	"LAURENS UPPENDORFF", "JACOB DAVID"	I5 APRIL 1676		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	UNK	1640	UNK	UNK	UNK	UNK		414	311	m-d_288.49_49	15.76	lord	shall have the good fortune to be able to recompense you, which would make me very happy. God be praised, I arrived here on the 24th past but found that	Lord	Lillienhoff was no more, having died on the 27th of February. The beloved [wife] of Lord Rosenstrém has also been taken away—may the Lord grant them both a joyful resurrection.
m-d_288	LAURENS UPPENDORFF	JACOB DAVID	"LAURENS UPPENDORFF", "JACOB DAVID"	I5 APRIL 1676		DUTCH	MALE	MALE	"MALE", "MALE"	BUSINESS; PRINCIPAL	UNK	1640	UNK	UNK	UNK	UNK		414	311	m-d_288.65_65	20.9	lord	happy. God be praised, I arrived here on the 24th past but found that Lord Lillienhoff was no more, having died on the 27th of February. The beloved [wife] of	Lord	Rosenstrém has also been taken away—may the Lord grant them both a joyful resurrection. The times are bad here at present but as the waters are now open I hope
